iter	RMSE
167	0.002167388873
168	0.00210652515
169	0.002074985763
170	0.002067172683
171	0.0020227501
172	0.001985316512
173	0.001931998368
174	0.001886579979
175	0.001831324061
176	0.001792488275
177	0.001753521886
178	0.001713058571
179	0.001687509754
180	0.001643568504
181	0.001621183001
182	0.001579841001
183	0.001551687495
184	0.001515150913
185	0.001488805576
186	0.00147210445
187	0.001425581462
188	0.001402563118
189	0.001398786781
190	0.001371994381
191	0.001333454755
192	0.001313849952
193	0.001286819895
194	0.001248087023
195	0.001206236051
196	0.001183246973
197	0.001156536367
198	0.001148294495
199	0.00111371705
200	0.001084689346
201	0.001062938471
202	0.001038384096
203	0.001009804511
204	0.001004860596
205	0.0009991426975
206	0.0009857824499
207	0.0009666069775
208	0.0009637217483
209	0.0009406660904
210	0.0009200839289
211	0.0009011817595
212	0.0008981532945
213	0.0008934101238
214	0.0008745724123
215	0.0008663578236
216	0.0008486258995
217	0.0008332759288
218	0.0008132723898
219	0.0007979175435
220	0.0007823257856
221	0.0007707854466
222	0.0007449261964
223	0.0007347048464
224	0.0007203189066
225	0.0007162908229
226	0.0006973699041
227	0.0006840715131
228	0.0006795701192
229	0.0006663489479
230	0.0006492887332
231	0.0006358452342
232	0.0006181790781
233	0.0006143333127
234	0.0006034182875
235	0.0005869539543
236	0.0005692459497
237	0.0005610505715
238	0.0005500257561
239	0.0005472040539
240	0.0005359934763
241	0.0005303421485
242	0.0005218153032
243	0.0005179374479
244	0.0005145864627
245	0.0005015027949
246	0.0004842712239
247	0.0004811325529
248	0.0004732316081
249	0.0004688410953
250	0.0004602693598
251	0.0004574261456
252	0.0004469510716
253	0.0004342189083
254	0.0004257298167
255	0.0004244661176
256	0.0004139873643
257	0.0004057704378
258	0.000404512285
259	0.0003947222861
260	0.0003858587875
261	0.000382804181
262	0.0003737145672
263	0.0003685427248
264	0.000364160303
265	0.0003588423302
266	0.0003507121424
267	0.0003400226352
268	0.0003383353036
269	0.0003248788308
270	0.0003227820189
271	0.0003184129695
272	0.0003096746502
273	0.0003052620615
274	0.0002995606033
275	0.0002875771911
276	0.0002816261161
277	0.0002802246573
278	0.0002734740485
279	0.0002692342243
280	0.0002626747372
281	0.0002586684873
282	0.0002531878207
283	0.0002491213593
284	0.00024776017
285	0.0002401213395
286	0.0002342940421
287	0.0002276526357
288	0.0002237561995
289	0.0002231591774
290	0.000219520355
291	0.0002170611282
292	0.0002148139454
293	0.0002100125402
294	0.0002063530139
295	0.0002004448677
296	0.0001966379584
297	0.0001955971962
298	0.0001906803744
299	0.00018955327
300	0.0001884942988
301	0.0001850916344
302	0.0001821922912
303	0.0001799410684
304	0.0001755089047
305	0.00017048212
306	0.0001676139256
307	0.0001620817608
308	0.0001600390065
309	0.0001587918729
310	0.0001551126749
311	0.0001520789245
312	0.0001496379255
313	0.0001483105419
314	0.0001458313825
315	0.0001420625377
316	0.0001390410575
317	0.0001378139298
318	0.000135499381
319	0.0001334651094
320	0.0001283763185
321	0.0001250836479
322	0.0001231979769
323	0.0001215837178
324	0.0001195164562
325	0.0001162963985
326	0.0001128634327
327	0.0001109707758
328	0.0001101144665
329	0.0001097799782
330	0.0001087176633
331	0.0001068933702
332	0.0001047011634
333	0.0001031066998
334	0.000101244448
335	9.901347362e-05
336	9.757192e-05
337	9.562091562e-05
338	9.50674816e-05
339	9.456543026e-05
340	9.365042138e-05
341	9.134867109e-05
342	9.007322533e-05
343	8.923566843e-05
344	8.787555071e-05
345	8.647206318e-05
346	8.556340974e-05
347	8.417156269e-05
348	8.38292361e-05
349	8.248400417e-05
350	8.093028341e-05
351	8.054031597e-05
352	7.819360013e-05
353	7.598885447e-05
354	7.459660222e-05
355	7.26144562e-05
356	7.133759078e-05
357	7.061054862e-05
358	6.926824228e-05
359	6.733270914e-05
360	6.615620164e-05
361	6.480507257e-05
362	6.441106866e-05
363	6.306466969e-05
364	6.215768438e-05
365	6.122028826e-05
366	6.015481775e-05
367	5.933385123e-05
368	5.83536901e-05
369	5.818057618e-05
370	5.698614448e-05
371	5.595766288e-05
372	5.467778813e-05
373	5.439962595e-05
374	5.418094673e-05
375	5.323885041e-05
376	5.289253611e-05
377	5.221231381e-05
378	5.193367028e-05
379	5.02742388e-05
380	4.979380902e-05
381	4.964025369e-05
382	4.953311018e-05
383	4.888622667e-05
384	4.769216363e-05
385	4.713866261e-05
386	4.688867256e-05
387	4.638077493e-05
388	4.552963547e-05
389	4.473041824e-05
390	4.413097614e-05
391	4.377215584e-05
392	4.369444857e-05
393	4.25647787e-05
394	4.217982859e-05
395	4.106371847e-05
396	3.999972307e-05
397	3.899986289e-05
398	3.866894996e-05
399	3.847575191e-05
400	3.769234306e-05
401	3.695960337e-05
402	3.604149104e-05
403	3.558819039e-05
404	3.482447206e-05
405	3.429741347e-05
406	3.331813813e-05
407	3.290405534e-05
